"mz","mean_gp4_non_cribriform","mean_gp3","fc","log2fc","pvalue","pvalue_adj","mode"
"311.2877",0.144321593075794,0.213510592828371,0.67594582153498,-0.565020478757398,0.165077266592209,0.495076436530317,"negative"
"311.2955",2.05566513566378,2.51408218453568,0.817660277101656,-0.290426540649252,0.306603766115202,0.617447075456555,"negative"
"311.6535",0.0203313440772727,0.0226110940734163,0.899175599874052,-0.153325207925409,0.599400041223878,0.829185239398229,"negative"
"312.0951",0.0284828775717172,0.0261850097787463,1.0877550863027,0.121353762883057,0.605367462578344,0.83128440720114,"negative"
"312.1202",0.0449605628585137,0.0288807340164434,1.55676662625386,0.6385526872678,0.0895593740295718,0.419692551357563,"negative"
"312.1453",7.51429431818182e-05,7.90188822672556e-05,0.950949203858284,-0.0725598151043377,0.689182929314202,0.870921436029578,"negative"
"312.1547",0.00815478568596681,0.00643580399045373,1.26709665149263,0.341526574447886,0.324694806729106,0.637312016873679,"negative"
"312.1719",0.0151058536292208,0.0353706295302629,0.427073360859928,-1.22744418368762,0.255649451809044,0.570642050601827,"negative"
"312.1798",1.00705712121212e-05,0.000100895731392552,0.0998116676803695,-3.32464771769203,0.737054323180425,0.897276987060829,"negative"
"312.1892",0.0102073319404762,0.00585407009354488,1.74362994931194,0.802093889346375,0.857508793076812,0.947273955823485,"negative"
"312.2174",0.0361110169914502,0.105685989340752,0.341682158786644,-1.54927317665493,0.00489427006053764,0.210283375056896,"negative"
"312.2268",0.0309515479694805,0.0453572852321191,0.682394191166508,-0.551322729020932,0.372896878272686,0.678858766895424,"negative"
"312.2551",0.0109996174569625,0.028322723361823,0.388367224311105,-1.36450664314947,0.0176366464216526,0.276496384280897,"negative"
"312.299",0.424777917038961,0.523062266807293,0.812098184087627,-0.300273932583904,0.272461777446948,0.585615898278829,"negative"
"312.9151",0.000196277866125541,9.13998998644754e-05,2.14746259477937,1.10263300223858,0.0256911283405032,0.296411049981011,"negative"
"312.9497",0.00269254672063492,0.00113126309055957,2.38012425500692,1.25103689176977,0.165390560296821,0.495076436530317,"negative"
"313.0048",0.195783900598846,0.144890291858996,1.35125616828336,0.43430120366317,0.10070887669779,0.441005479163106,"negative"
"313.052",0.193783273893579,0.169063393354832,1.14621663535916,0.19687973975059,0.353107558892971,0.662031216235483,"negative"
"313.0788",0.209037744674964,0.178408144696386,1.1716827448136,0.228581985763309,0.1987913768912,0.516262056534135,"negative"
"313.0993",0.421477545571248,0.392015111686401,1.07515637281967,0.104546503428638,0.902950850536445,0.966650507590411,"negative"
"313.1324",0.239521525126479,0.0978294084569216,2.44835912742895,1.29181518930525,0.414480498511879,0.716933948152163,"negative"
"313.1418",0.0110182906566378,0.0169775452093504,0.648991978567637,-0.623727448022282,0.728544101784188,0.892256736672058,"negative"
"313.1655",0.151671676972294,0.128178147244898,1.18328810512848,0.24280138156896,0.505442899842022,0.776177814561283,"negative"
"313.1734",0.000238330951515152,0.00213719779379929,0.111515626773819,-3.16468220456762,0.597330331676006,0.829128095495066,"negative"
"313.1828",0.00050603466525974,0.000319212067349468,1.58526170223302,0.664721026703912,0.606455093136259,0.831364079107349,"negative"
"313.2017",0.00362334643250361,0.00392651640855771,0.922789071912867,-0.115927175814957,0.714385192875407,0.882175889342355,"negative"
"313.2396",0.708597923755772,1.05236453890235,0.673338845581836,-0.570595397158402,0.0381827599880069,0.32770681527596,"negative"
