"mz","mean_gp4_cribriform","mean_benign_plus_gp3","fc","log2fc","pvalue","pvalue_adj","mode"
"501.2815",0.0253427364316239,0.139957284759703,0.181074793463846,-2.46534236514103,0.00730756903530625,0.0707994276177423,"negative"
"501.3007",0.000492172256410256,0.00337683271994547,0.145749670542817,-2.77843547257159,0.118484864241775,0.246832208631382,"negative"
"501.3198",9.83584017094017e-05,0.000240929373942063,0.408245786306879,-1.29249009974471,0.979800912403626,0.990097492788398,"negative"
"501.3773",0.00729122709401709,0.00993791983536957,0.733677390721873,-0.446782267674978,0.419552167608405,0.580097740397652,"negative"
"501.946",2.63006666666667e-05,2.33812840144982e-05,1.12485980882651,0.169745209696849,0.341609283541728,0.509070278165365,"negative"
"502.2915",0.00800119983760684,0.0208083681645903,0.384518371374384,-1.37887556651157,0.313502181509414,0.479525016841752,"negative"
"502.3748",0.000260776803418803,0.00356826557855927,0.073082229356957,-3.77433554605057,0.459533070084796,0.614392183713811,"negative"
"502.631",0,1.20835902625808e-05,0,-Inf,0.626534856418593,0.74987172137358,"negative"
"502.9003",0,0.00459359909354182,0,-Inf,0.0537902329813346,0.150021808095954,"negative"
"502.9131",0.00656297150854701,0.0437465863037086,0.150022483194092,-2.73674936775321,0.51109033027607,0.662007822342701,"negative"
"504.1661",0.00615848719230769,0.0229743735451738,0.268058982335185,-1.89937761599531,0.07711871117815,0.18723705690695,"negative"
"504.2756",0.127921661337607,0.147396518729722,0.867874373425155,-0.204441870136259,0.641808152956089,0.760923747859035,"negative"
"504.3078",0.0977947604700855,0.0359387295948142,2.72115240501425,1.44421776063053,0.238609923414697,0.398686566829414,"negative"
"504.3851",0.00107532616239316,0.00964656615916102,0.11147242911634,-3.16524116766323,0.322386978115838,0.487987579964902,"negative"
"504.9008",0,0.00595163888814126,0,-Inf,0.0233943134573191,0.09138518831463,"negative"
"505.2042",0.000150138230769231,0.000126847202810335,1.18361483298706,0.243199681521786,0.822736460733089,0.888905685250948,"negative"
"505.2785",0.0116139088675214,0.0202692779321078,0.572980887943926,-0.803441076897097,0.792074491922342,0.864485353354033,"negative"
"505.3527",0.000661621598290598,0.00512157890128642,0.129183131031021,-2.95251040230747,0.0336171209487201,0.112072237200595,"negative"
"505.385",0.00102877431196581,0.0304825887842159,0.0337495715750533,-4.88898700140293,0.0564821206633175,0.153821746371039,"negative"
"505.4238",0.000122317582786325,0.000461041990685901,0.265306816423273,-1.91426635225057,0.579001983218872,0.714996027942467,"negative"
"506.2908",3.12810713846154,1.50742528626096,2.07513245729115,1.0532034277261,0.0245550118926574,0.0930747027549484,"negative"
"506.3232",0.83397658974359,0.510597469172432,1.63333475016099,0.707820499965478,0.187507708745845,0.336519237601826,"negative"
"506.829",0,4.35939809898763e-05,0,-Inf,0.775594539188333,0.853878411025661,"negative"
"507.2738",0.143551142692308,0.116564300512678,1.23151893041811,0.300438804540419,0.214805606760378,0.371990373034323,"negative"
"507.2932",0.848737702179487,0.3967710345803,2.13911205256521,1.09701205681153,0.020025970058916,0.0848896689040359,"negative"
"507.3257",0.195483876931624,0.117323453554391,1.66619606744697,0.736558177948268,0.25120353479119,0.412542551343239,"negative"
"507.368",0.0410629052008547,0.321707472959722,0.127640507766494,-2.96984184196331,0.00918838441276793,0.0707994276177423,"negative"
"507.381",1.3253e-05,0.000903699463825763,0.0146652737226313,-6.09145219098825,0.821369505369588,0.887953897224993,"negative"
"507.4395",0.0302751937307692,0.00572151906226902,5.29146078187893,2.40366605350158,0.00823816588477496,0.0707994276177423,"negative"
"508.2661",0.0688982603504274,0.14034813422708,0.490909699155327,-1.02647042383413,0.0852259484564099,0.19774685485366,"negative"
"508.3052",0.558348357606838,0.802642531380568,0.695637641636636,-0.523592094483778,0.466142510441081,0.619550308426781,"negative"
"508.341",0.104086973555556,0.0370941067808839,2.8060245302684,1.48852762105399,0.0471709819080493,0.137899033629288,"negative"
"508.3703",0.00242165263675214,0.0594847105466472,0.0407105055147424,-4.61845505380199,0.0114894389666171,0.0707994276177423,"negative"
"508.8008",0,0.00531453015895878,0,-Inf,0.084301564995469,0.19774685485366,"negative"
"509.2711",0.0530116308974359,0.0362164260183627,1.46374550792388,0.549664743258763,0.420068238636269,0.580097740397652,"negative"
"509.2907",0.748475552735043,0.347740257285817,2.15239834058054,1.10594509964127,0.020025970058916,0.0848896689040359,"negative"
"509.307",0.139319060641026,0.200362062570348,0.695336526554822,-0.524216717502651,0.545362501081395,0.687054002123471,"negative"
"509.3462",0.0219014641538462,0.00912020396244916,2.40142262651379,1.2638893259007,0.0852255220591958,0.19774685485366,"negative"
"509.4574",0.456554777606838,0.110601711587773,4.12791783284944,2.04541425387153,0.0105139777073723,0.0707994276177423,"negative"
"510.2922",0.170581195666667,0.0584236109891083,2.91973044422857,1.54583518255544,0.0176708913149551,0.0802245502693862,"negative"
"510.3119",0.00568630396581197,0.0098738332700529,0.575896291773367,-0.79611906241298,0.768204588835476,0.850194113105097,"negative"
"510.4627",0.138236119730769,0.0196534698923967,7.03367499416725,2.81427867372695,0.00725325450824673,0.0707994276177423,"negative"
"511.3032",0.12253117457265,0.04757545478191,2.57551241778651,1.364859496006,0.0335928872125793,0.112072237200595,"negative"
"511.3624",0.000860709290598291,0.0101309388777639,0.0849584920986385,-3.55709802934266,0.00801309159437522,0.0707994276177423,"negative"
"511.4742",1.31622930376068,0.619679837884938,2.12404732781556,1.08681591249051,0.121003815589705,0.249801097268238,"negative"
"512.4756",0.457949826581197,0.184552588018466,2.48140560638129,1.31115757500748,0.0910039242429437,0.20546278439998,"negative"
"512.6604",0,4.05497309273841e-05,0,-Inf,0.646908127511086,0.763009134256136,"negative"
"513.2616",0.0272098902606838,0.0354094466868927,0.768435906420303,-0.380003162031474,0.938145612910963,0.964330133210144,"negative"
"513.2881",0.0118996078931624,0.0543075887146114,0.21911501090014,-2.19023977254291,0.524901401671737,0.670452099007167,"negative"
"513.3344",0.340586118452991,1.6041246989102,0.212318979119501,-2.2356947558732,0.00577975300885447,0.0707994276177423,"negative"
"513.4799",0.0517633703974359,0.011097390537074,4.66446325597947,2.22171107840008,0.0306105230642347,0.106829848401828,"negative"
"514.2948",0.000309804051282051,0.00584028466350854,0.0530460532545236,-4.23661077439232,0.258686565073873,0.422359566032141,"negative"
"514.3379",0.0883070548760684,0.500777938992513,0.176339746622482,-2.50357040302991,0.00606002157579853,0.0707994276177423,"negative"
"515.331",0.0699681612521368,0.453713418857765,0.15421223694085,-2.69701084537099,0.00665756766806242,0.0707994276177423,"negative"
"515.351",0.000451561628205128,0.0104023149858534,0.0434097245487402,-4.5258379216052,0.0217022418329005,0.0880757917688873,"negative"
"515.4109",0.0222958121239316,0.0180381635647488,1.23603558887244,0.305720283008147,0.232464955455784,0.392224131180174,"negative"
"516.3104",0.00648059272649573,0.0450978371820355,0.143700743349112,-2.79886057016028,0.117329959005708,0.245125025847259,"negative"
"516.3371",0.00532680010683761,0.109386162470953,0.0486972025209505,-4.3600172927253,0.00730756903530625,0.0707994276177423,"negative"
"517.3126",0.000683157884615385,0.00597788278620421,0.114280909989065,-3.12934366565056,0.110024185378413,0.235301770206138,"negative"
"517.4264",0.0577414129273504,0.0411625847117765,1.40276450887767,0.488272834766722,0.153715415146264,0.296556589265627,"negative"
"518.3077",0.000855457222222222,0.0037720151323082,0.226790506457684,-2.14056784514109,0.375783668798674,0.54204288038166,"negative"
"518.9054",0.00471025243162393,0.026753419466501,0.176061696992485,-2.50584701632324,0.0125452519315552,0.0733286676640707,"negative"
"519.309",0.000268993713675214,0.000963646427593813,0.279141504573291,-1.84093144525844,0.670919963391398,0.782549525100281,"negative"
"519.346",0.0153468685940171,0.0259156689555472,0.592184929524349,-0.755880318956731,0.555684746856427,0.695643203057685,"negative"
"519.4403",0.000504149444444444,0.00264012341407364,0.19095677185278,-2.38868201208226,0.454902825679447,0.611512523528244,"negative"
"519.4537",0.000153029564102564,6.94579090162025e-05,2.20319854527822,1.13959951200718,0.537203346832029,0.6811037575726,"negative"
"520.3031",0.124846139162393,0.0720690734855247,1.73231225440228,0.79269900354867,0.20912247366905,0.364404502598606,"negative"
"520.8705",0,0.00287289111098207,0,-Inf,0.0261752059253476,0.0972982730938151,"negative"
