"mz","mean_gp4_cribriform","mean_gp4_non_cribriform","fc","log2fc","pvalue","pvalue_adj","mode"
"421.2588",0.00143211211965812,0.00778450734101732,0.183969525227651,-2.44246129297591,0.0617066900283127,0.230167913159534,"negative"
"421.2736",0.00565760314529915,0.00474880007135642,1.1913753075065,0.252627963147377,0.531606916893115,0.732244703331422,"negative"
"421.2908",0.244905909918803,0.184241499133658,1.32926572498814,0.410629533359416,0.533416513472694,0.732244703331422,"negative"
"421.308",0.15085415,0.175122205962121,0.861422166145107,-0.215207647351037,1,1,"negative"
"421.3301",0.000574159777777778,0.0030966709027417,0.185411945864003,-2.43119389685944,0.693877294504449,0.876876606538684,"negative"
"422.2291",1.81374572649573e-05,0.00108886625757576,0.0166571947094204,-5.90771073742585,0.931296463307621,0.998895066823051,"negative"
"422.2982",0.00463259328205128,0.0103053700804113,0.449531966916651,-1.1535043832137,0.640428787412791,0.819382233913467,"negative"
"422.313",0.0183160089615385,0.0154704724719697,1.18393339277288,0.243587918281647,0.876134570482581,0.942701659787267,"negative"
"423.0147",0.00267052667948718,0.00718627637251082,0.371614803140965,-1.42812012278819,0.275757847827509,0.530012193278663,"negative"
"423.0741",0.0261883502478632,0.0679038007690476,0.385668400756156,-1.37456714943907,0.275757847827509,0.530012193278663,"negative"
"423.2523",0.0391020137948718,0.0142743127475469,2.73932724372959,1.45382162263515,0.0195174811821778,0.168179548692693,"negative"
"423.2672",0.000150710478632479,0.00722465853383838,0.0208605677246323,-5.5830777681411,0.339358654151673,0.60063317395931,"negative"
"423.3093",0.00703761526923077,0.0202921754049784,0.346814233998007,-1.52776498382206,0.640428787412791,0.819382233913467,"negative"
"423.3464",0.000176690111111111,0.00549969394491342,0.032127262513313,-4.96005813229938,0.330879008739134,0.60063317395931,"negative"
"423.3613",2.59686666666667e-05,0,Inf,Inf,0.0817227522986593,0.266795344444591,"negative"
"423.4207",0.000846656717948718,0.000694681448484848,1.21876972502337,0.285425568165322,1,1,"negative"
"424.0755",0.00425273524786325,0.00781255774249639,0.544346088443034,-0.877403904216072,0.876134570482581,0.942701659787267,"negative"
"424.1004",0.0118493467222222,0.0128683915963925,0.920810237508163,-0.119024221538686,0.755496874928883,0.876876606538684,"negative"
"424.1376",0.222391172568376,0.258001502396645,0.861976269527599,-0.214279942865457,1,1,"negative"
"424.1749",0.0200868186709402,0.00133603789318182,15.0346174861124,3.91021625791675,0.0189847164361486,0.168179548692693,"negative"
"424.3438",0.00050645254551282,0.00115889888636364,0.437011849327041,-1.19425569677797,0.405783095983869,0.675376253477806,"negative"
"424.8314",0,0.00488299168257576,0,-Inf,0.0623693254618535,0.230167913159534,"negative"
"424.951",0.00196229539316239,0.0060590101978355,0.323864018889322,-1.62653990046037,0.119470986771701,0.316699961968571,"negative"
"425.0681",0.00362872499145299,0.0048064939507215,0.754962978973121,-0.405522193974674,0.585375924097551,0.797947951842729,"negative"
"425.0805",0.0115768031495726,0.00459322075075758,2.52041079185303,1.33365889208628,0.434247692739618,0.675376253477806,"negative"
"425.1403",0.00702751327350427,0.00925705951298701,0.75915178720037,-0.397539723412965,0.640428787412791,0.819382233913467,"negative"
"425.2525",0.00191778176495726,0.00444114396327561,0.431821571382429,-1.21149278077861,0.350201389179296,0.60063317395931,"negative"
"425.3648",0.000930392931623932,0.000918426666450216,1.01302909160942,0.0186756052525727,0.640061001752486,0.819382233913467,"negative"
"425.3997",0.000937306747863248,0.000236407081818182,3.96479978795272,1.98724801543226,0.0578670777000605,0.230167913159534,"negative"
"425.8691",0,0.00524679276637807,0,-Inf,0.0384424809122997,0.195701251207195,"negative"
"426.0716",0.000640214247863248,0.000171501477200577,3.73299553049618,1.90033378130778,0.50600581256746,0.732244703331422,"negative"
"426.3593",0.0214890427863248,0.0336242833619769,0.639092960138002,-0.645902299277192,0.876269663627762,0.942701659787267,"negative"
"426.9482",0.00128520226923077,0.00303086833629149,0.424037644209685,-1.23773574825008,0.275757847827509,0.530012193278663,"negative"
"427.0661",8.61142307692308e-05,1.33709151515152e-05,6.44041412225046,2.68715345742505,0.0511934126660965,0.229043960276538,"negative"
"427.272",0.00421454742735043,0.0211285915820346,0.199471290406976,-2.32574697835472,0.8748984809546,0.942701659787267,"negative"
"427.2971",0,1.89614242424242e-05,0,-Inf,0.72772354666955,0.876876606538684,"negative"
"427.3423",0.0265474299957265,0.0251444346986652,1.05579744837675,0.0783330844583064,0.533416513472694,0.732244703331422,"negative"
"427.3775",0.00655136676923077,0.00290031166861472,2.25884922649017,1.1755879770372,0.159279602811635,0.379317194639664,"negative"
"427.8678",0,0.00573580533831169,0,-Inf,0.0384424809122997,0.195701251207195,"negative"
"428.3388",0.0503103059871795,0.11193172330267,0.449473165450492,-1.1536931086852,0.533416513472694,0.732244703331422,"negative"
"428.3841",0.000694030333333333,0.000103283151515152,6.71968586504179,2.74839379081067,0.0110730846077299,0.168179548692693,"negative"
"428.9696",0,0.00238780626378066,0,-Inf,0.0384424809122997,0.195701251207195,"negative"
"429.2426",0.000681997829059829,0.0381665056220418,0.01786901415114,-5.80639614792441,0.0127313642699235,0.168179548692693,"negative"
"429.2654",2.26621111111111e-05,3.05626045454545e-05,0.741498031602858,-0.431485232012668,0.828480690002217,0.942701659787267,"negative"
"429.3008",0.00241415171367521,0.00722490605919913,0.334142990081011,-1.58146248639367,0.533416513472694,0.732244703331422,"negative"
"429.3387",0.0056862407008547,0.00909607873614719,0.625130989495284,-0.677769572161077,1,1,"negative"
"429.3741",0.00219882961965812,0.0124393525629149,0.176763992220418,-2.50010367499821,0.638950851803154,0.819382233913467,"negative"
"430.8808",0.00350350431196581,0.00563325264949495,0.621932750039166,-0.68516950557696,0.640428787412791,0.819382233913467,"negative"
"430.9673",0,0.000696981790223665,0,-Inf,0.0963775802407478,0.291578872200435,"negative"
"431.0386",0.000461988769230769,0.00269952350234488,0.17113715395679,-2.54677509128272,0.138666243189824,0.365416717499492,"negative"
"431.2244",5.52553471367521e-05,0.00031436107979798,0.175770318552988,-2.50823662447268,0.524153836980497,0.732244703331422,"negative"
"431.3161",0.0322718160042735,0.112012868546068,0.288108111355089,-1.79531781638531,0.0867681727038757,0.266795344444591,"negative"
"431.7723",0,0.00498121515901876,0,-Inf,0.0963775802407478,0.291578872200435,"negative"
"432.025",2.57905128205128e-05,2.94932803030303e-05,0.874453860524391,-0.193545830750423,0.828480690002217,0.942701659787267,"negative"
"432.3213",0.00381211692931624,0.00752438471850649,0.506635036874205,-0.980981243307162,0.275757847827509,0.530012193278663,"negative"
"432.874",4.72217222222222e-06,0.000619353107287157,0.00762436188123108,-7.03516768799198,0.318471038918427,0.592535085937719,"negative"
"433.0379",0.00561361265384615,0.0268441707234848,0.209118497705539,-2.25760741283684,0.0867681727038757,0.266795344444591,"negative"
"433.1481",0,3.69186856060606e-05,0,-Inf,0.523024368865927,0.732244703331422,"negative"
"433.1686",0,0.000144608931818182,0,-Inf,0.523024368865927,0.732244703331422,"negative"
"433.2455",0.101482647713675,0.0656385318263709,1.54608344961341,0.628618190604479,0.119470986771701,0.316699961968571,"negative"
"433.2814",0.0016515634957265,0.00111103539029582,1.48650844982243,0.571927664040899,0.348073626501389,0.60063317395931,"negative"
"433.3173",0.0149321973846154,0.0197326766525253,0.756724373867671,-0.402160180229379,0.533416513472694,0.732244703331422,"negative"
"433.3327",0.594215287128205,1.57358982922727,0.377617646029144,-1.40500191163913,0.212911902811505,0.452121712858634,"negative"
"434.3348",0.145204643611111,0.42812560311075,0.339163653273847,-1.55994652419383,0.275757847827509,0.530012193278663,"negative"
"434.3502",0.000408590935897436,0.000183201941774892,2.2302762292743,1.1572224051789,0.134547579521075,0.355611340995836,"negative"
"434.8732",0.00104543335897436,0.00273556456046176,0.382163657946311,-1.38773750389148,0.435770123435134,0.675376253477806,"negative"
"435.0357",0.00226221085897436,0.0152528921830447,0.148313567802509,-2.7532775125632,0.0617066900283127,0.230167913159534,"negative"
"435.1648",1.25986232393162e-05,0.00013492423030303,0.0933755427844252,-3.4208114655797,0.586188274466121,0.797947951842729,"negative"
"435.2525",0.339198140128205,0.0100474360944805,33.7596713169981,5.0772289529714,0.0127313642699235,0.168179548692693,"negative"
"435.2964",0.0566550552863248,0.0463616745959235,1.22202348772161,0.289272014529669,0.755496874928883,0.876876606538684,"negative"
"435.3119",0.00260095285042735,0.00536587181940837,0.484721390663806,-1.04477234511741,1,1,"negative"
"435.3403",0.0133921301880342,0.0313459298614719,0.427236653920253,-1.22689266939624,1,1,"negative"
"436.1369",0.0653571215897436,0.0836074000325758,0.781714555939769,-0.355286193118464,0.640428787412791,0.819382233913467,"negative"
"436.2561",0.0385687738846154,0.00034833305981241,110.723839722207,6.79082206904096,0.0123417321659107,0.168179548692693,"negative"
"436.282",1.84617777726496,0.877258829152597,2.10448469244625,1.07346701587417,0.0617066900283127,0.230167913159534,"negative"
"436.2975",0.00351216302136752,0.00195735765479798,1.79433892051272,0.843452416880353,0.275229679047409,0.530012193278663,"negative"
